MS Zoning,Street,Alley,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Sale Type,SalePrice
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,8,2001,2002,Hip,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1787,0,1787,2,3,Gd,7,Typ,1,TA,Attchd,RFn,3.0,748.0,TA,TA,Y,198,150,WD ,275000
RL,Pave,NA,NAmes,Norm,Duplex,1Story,3,1950,1950,Gable,BrkFace,Stone,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,1040,2,2,TA,6,Typ,0,NA,Detchd,Unf,2.0,400.0,TA,Fa,Y,0,0,WD ,81400
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1954,1954,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,173.0,916.0,1089.0,GasW,TA,Y,SBrkr,1089,0,1089,1,3,TA,5,Typ,1,Gd,Detchd,RFn,1.0,252.0,TA,TA,P,328,0,WD ,125000
RM,Pave,NA,OldTown,Norm,1Fam,1Story,4,1920,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,861.0,861.0,GasA,TA,Y,SBrkr,861,0,861,1,2,TA,5,Typ,0,NA,Detchd,Unf,2.0,288.0,TA,TA,N,0,0,Oth,80000
RL,Pave,NA,SWISU,Artery,1Fam,1Story,5,1924,1999,Gable,MetalSd,VinylSd,203.0,TA,TA,BrkTil,TA,TA,Mn,Rec,133.0,974.0,1107.0,GasA,Fa,N,FuseA,1296,0,1296,2,2,Fa,5,Typ,1,Gd,Detchd,Unf,1.0,260.0,TA,TA,Y,0,0,WD ,104000
RL,Pave,NA,NoRidge,Norm,1Fam,1Story,7,1996,1996,Hip,VinylSd,VinylSd,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,801.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,1720,2,3,Gd,7,Typ,1,TA,Attchd,Fin,2.0,527.0,TA,TA,Y,240,56,WD ,260400
RL,Pave,NA,NWAmes,Norm,1Fam,2Story,7,1981,2003,Gable,MetalSd,MetalSd,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,321.0,404.0,725.0,GasA,Ex,Y,SBrkr,725,754,1479,2,3,Gd,6,Typ,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,167,72,WD ,176000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1966,1966,Gable,HdBoard,HdBoard,442.0,TA,TA,CBlock,TA,TA,Av,Rec,249.0,30.0,1040.0,GasA,TA,Y,SBrkr,1040,0,1040,1,3,TA,6,Typ,0,NA,Attchd,RFn,1.0,264.0,TA,TA,Y,0,90,WD ,123000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,9,2000,2000,Hip,VinylSd,VinylSd,295.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,1519.0,1519.0,GasA,Ex,Y,SBrkr,1533,639,2172,2,4,Ex,8,Typ,1,TA,BuiltIn,RFn,3.0,687.0,TA,TA,Y,162,153,WD ,291000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1948,2002,Gable,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,292.0,972.0,GasA,Ex,Y,SBrkr,972,0,972,1,2,TA,5,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,WD ,132000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,2005,2005,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,1456,2,3,Gd,8,Typ,0,NA,Attchd,Fin,2.0,400.0,TA,TA,Y,100,24,WD ,176000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1956,1956,Gable,Wd Sdng,Wd Sdng,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,1728,2,3,TA,7,Min1,1,Gd,Detchd,Unf,2.0,576.0,TA,TA,Y,0,99,WD ,177625
RL,Pave,NA,Edwards,Norm,1Fam,1.5Fin,5,1924,1950,Gable,AsbShng,AsbShng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,392.0,784.0,GasA,Gd,Y,SBrkr,949,272,1221,1,4,TA,7,Typ,0,NA,Attchd,Unf,1.0,392.0,TA,TA,Y,0,0,WD ,104900
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,1999,1999,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,342.0,842.0,GasA,Ex,Y,SBrkr,856,893,1749,2,3,Gd,7,Typ,0,NA,Attchd,RFn,2.0,515.0,TA,TA,Y,140,85,WD ,196000
RL,Pave,NA,NridgHt,Norm,TwnhsE,1Story,9,2005,2005,Hip,MetalSd,MetalSd,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577,0,1577,2,2,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,564.0,TA,TA,Y,203,39,WD ,280000
RL,Pave,NA,Gilbert,Norm,1Fam,SLvl,7,1995,1996,Gable,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,804,670,1474,2,3,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,400.0,TA,TA,Y,120,72,WD ,168500
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,1995,1995,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,781.0,781.0,GasA,Gd,Y,SBrkr,781,890,1671,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,423.0,TA,TA,Y,0,84,WD ,170000
RL,Pave,NA,Mitchel,Artery,1Fam,1Story,3,1953,1953,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,2034,0,2034,1,2,TA,9,Min1,0,NA,2Types,RFn,4.0,1041.0,TA,TA,N,483,266,WD ,130000
RM,Pave,NA,BrkSide,Norm,1Fam,1.5Fin,7,1939,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,449.0,989.0,GasA,TA,Y,SBrkr,1245,764,2009,2,4,TA,7,Min2,1,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,20,WD ,150000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,5,1996,1996,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,1100,0,1100,1,3,TA,5,Typ,0,NA,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,WD ,145000
RL,Pave,NA,Mitchel,Norm,Duplex,1Story,5,1976,1976,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606.0,122.0,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,2,4,TA,8,Typ,0,NA,Detchd,Unf,2.0,560.0,TA,TA,Y,0,0,WD ,188000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,916.0,916.0,GasA,Gd,Y,SBrkr,916,684,1600,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,460.0,TA,TA,Y,100,38,WD ,169000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,2006,2007,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1125.0,1125.0,GasA,Gd,Y,SBrkr,1125,0,1125,1,2,TA,5,Typ,0,NA,Attchd,Unf,2.0,430.0,TA,TA,Y,80,64,New,155000
FV,Pave,Pave,Somerst,Norm,TwnhsE,1Story,7,2004,2004,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391,0,1391,2,2,Gd,5,Typ,0,NA,Attchd,RFn,2.0,530.0,TA,TA,Y,156,158,WD ,196000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,7,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,574.0,280.0,854.0,GasA,Ex,Y,SBrkr,864,1131,1995,2,4,Gd,8,Typ,1,Gd,BuiltIn,Fin,2.0,435.0,TA,TA,Y,264,48,WD ,219500
RL,Pave,NA,Gilbert,RRAn,1Fam,2Story,6,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,1456,2,3,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,390.0,TA,TA,Y,0,24,New,170440
RL,Pave,NA,Edwards,Norm,1Fam,2Story,6,1977,1977,Hip,HdBoard,Plywood,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,155.0,690.0,GasA,TA,Y,SBrkr,698,728,1426,1,3,TA,6,Typ,0,NA,Attchd,Fin,2.0,440.0,TA,TA,Y,252,0,WD ,159500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,10,2008,2009,Hip,CemntBd,CmentBd,1224.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,4010.0,1085.0,5095.0,GasA,Ex,Y,SBrkr,5095,0,5095,2,2,Ex,15,Typ,2,Gd,Attchd,Fin,3.0,1154.0,TA,TA,Y,546,484,New,183850
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,7,1970,1970,Hip,Plywood,Plywood,288.0,TA,TA,PConc,TA,TA,No,Unf,0.0,1304.0,1304.0,GasA,Gd,Y,SBrkr,1682,0,1682,2,3,TA,7,Typ,1,Gd,Attchd,Unf,2.0,530.0,TA,TA,Y,98,0,WD ,174000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,7,1970,1970,Flat,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778.0,499.0,1277.0,GasA,TA,Y,SBrkr,1277,0,1277,1,2,TA,5,Typ,1,Po,Attchd,Unf,2.0,526.0,TA,TA,Y,0,0,WD ,167000
RL,Pave,NA,NPkVill,Norm,Twnhs,2Story,6,1976,1976,Gable,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566.0,289.0,855.0,GasA,TA,Y,SBrkr,855,601,1456,2,3,TA,7,Typ,1,TA,Attchd,Unf,2.0,440.0,TA,TA,Y,87,0,WD ,148500
RL,Pave,NA,SawyerW,Feedr,Duplex,2Story,5,1979,1979,Gable,HdBoard,HdBoard,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1114,1114,2228,2,6,TA,8,Typ,0,NA,Detchd,Unf,2.0,720.0,TA,TA,Y,73,0,WD ,147983
RL,Pave,NA,SawyerW,Norm,TwnhsE,2Story,6,1980,1980,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,1217,1,3,TA,6,Typ,1,TA,Attchd,RFn,1.0,288.0,TA,TA,Y,0,28,WD ,120000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,2005,2006,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980.0,110.0,1090.0,GasA,Gd,Y,SBrkr,1090,0,1090,1,2,TA,5,Typ,0,NA,Attchd,Fin,2.0,450.0,TA,TA,Y,0,49,WD ,157000
RL,Pave,NA,Edwards,Artery,1Fam,1.5Fin,5,1948,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0.0,810.0,810.0,GasA,Fa,Y,FuseA,1002,454,1456,1,4,TA,7,Typ,1,TA,Detchd,Unf,1.0,280.0,TA,TA,P,0,0,WD ,91500
RL,Pave,NA,Edwards,Feedr,1Fam,1Story,5,1910,1950,Gable,MetalSd,Wd Sdng,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,796.0,796.0,GasA,Gd,Y,FuseA,796,0,796,1,2,TA,4,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,P,328,0,WD ,85000
RL,Pave,NA,Edwards,Feedr,1Fam,1Story,5,1965,1965,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,420.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,1214,1,2,TA,6,Typ,0,NA,Detchd,Unf,2.0,461.0,Fa,Fa,Y,0,0,WD ,140000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1966,1966,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,192.0,955.0,GasA,Ex,Y,SBrkr,955,0,955,1,3,TA,6,Typ,0,NA,Attchd,Unf,1.0,386.0,TA,TA,Y,0,0,WD ,127000
FV,Pave,NA,Somerst,Norm,1Fam,2Story,6,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,361.0,864.0,GasA,Ex,Y,SBrkr,864,864,1728,2,3,Gd,7,Typ,0,NA,Attchd,RFn,2.0,673.0,TA,TA,Y,216,56,WD ,207500
RL,Pave,NA,Edwards,Norm,1Fam,2.5Unf,6,1935,1990,Gable,BrkFace,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Rec,425.0,1411.0,1836.0,GasA,Gd,Y,SBrkr,1836,1836,3672,3,5,Gd,7,Typ,2,Gd,Detchd,Unf,2.0,836.0,TA,TA,Y,684,80,WD ,415000
RL,Pave,NA,Crawfor,Norm,1Fam,1Story,6,1960,1960,Gable,HdBoard,Plywood,132.0,TA,TA,CBlock,TA,TA,No,LwQ,65.0,621.0,1561.0,GasA,TA,Y,SBrkr,1561,0,1561,2,3,TA,6,Typ,1,Gd,Attchd,Fin,2.0,463.0,TA,TA,Y,0,148,WD ,193000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,1994,1995,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,702,779,1481,2,3,TA,6,Typ,1,TA,Attchd,Fin,2.0,343.0,TA,TA,Y,0,36,WD ,174000
RL,Pave,NA,NAmes,Artery,1Fam,2Story,7,1948,1999,Gable,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,1527,1,3,TA,6,Typ,1,Gd,Attchd,Unf,2.0,410.0,TA,TA,Y,0,0,WD ,152500
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,798.0,798.0,GasA,Ex,Y,SBrkr,798,842,1640,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,595.0,TA,TA,Y,0,45,WD ,183000
RL,Pave,NA,Edwards,Norm,1Fam,1.5Fin,5,1951,1994,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,1080.0,0.0,1080.0,GasA,TA,N,SBrkr,1080,400,1480,1,4,TA,7,Typ,1,Gd,Attchd,Unf,1.0,253.0,TA,TA,Y,0,0,WD ,136500
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2001,2001,Gable,VinylSd,VinylSd,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361.0,602.0,963.0,GasA,Ex,Y,SBrkr,963,829,1792,2,3,Gd,7,Typ,1,TA,Attchd,RFn,2.0,564.0,TA,TA,Y,0,96,WD ,231500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1952,1952,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210.0,219.0,980.0,GasA,Fa,Y,FuseA,1148,0,1148,1,2,TA,6,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,WD ,123500
RL,Pave,NA,Edwards,Norm,1Fam,1.5Fin,5,1955,1955,Gable,MetalSd,MetalSd,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872,521,1393,1,3,TA,8,Typ,0,NA,Attchd,Unf,1.0,300.0,TA,TA,Y,121,0,WD ,135500
RL,Pave,NA,Edwards,Norm,1Fam,SLvl,6,1976,1976,Gable,HdBoard,Plywood,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,504.0,456.0,960.0,GasA,TA,Y,SBrkr,1044,0,1044,1,3,TA,7,Typ,1,Fa,Detchd,Unf,2.0,528.0,TA,Fa,Y,228,0,WD ,133500
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1963,1963,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,25.0,247.0,1144.0,GasA,TA,Y,SBrkr,1144,0,1144,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,336.0,TA,TA,Y,0,88,COD,124000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,8,1998,1998,Gable,VinylSd,VinylSd,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956.0,130.0,1086.0,GasA,Ex,Y,SBrkr,1086,838,1924,2,3,Gd,7,Typ,1,TA,Attchd,RFn,2.0,592.0,TA,TA,Y,208,75,WD ,280000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,9,1999,1999,Gable,VinylSd,VinylSd,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1393.0,1393.0,GasA,Ex,Y,SBrkr,1422,1177,2599,2,4,Gd,10,Typ,1,TA,BuiltIn,Fin,3.0,779.0,TA,TA,Y,668,30,WD ,333168
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,8,2003,2003,Gable,VinylSd,VinylSd,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,158.0,1008.0,GasA,Ex,Y,SBrkr,1008,1275,2283,2,4,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,632.0,TA,TA,Y,120,46,WD ,270000
RL,Pave,NA,NAmes,Artery,1Fam,1.5Fin,6,1950,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,Rec,621.0,174.0,795.0,GasA,Gd,N,SBrkr,765,368,1133,1,3,TA,5,Typ,0,NA,Detchd,Unf,2.0,900.0,TA,TA,Y,0,0,COD,128500
RL,Pave,NA,SawyerW,Norm,TwnhsE,1Story,6,1990,1991,Gable,Plywood,Plywood,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,494.0,1398.0,GasA,Gd,Y,SBrkr,1398,0,1398,2,2,Gd,5,Typ,0,NA,Attchd,RFn,2.0,542.0,TA,TA,Y,0,46,WD ,172000
RL,Pave,NA,Sawyer,Feedr,1Fam,SFoyer,5,1971,1972,Gable,HdBoard,HdBoard,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,88.0,782.0,GasA,Ex,Y,SBrkr,810,0,810,1,2,TA,4,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,WD ,130000
RL,Pave,NA,NridgHt,Norm,Twnhs,1Story,6,2005,2005,Gable,VinylSd,VinylSd,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900.0,406.0,1306.0,GasA,Ex,Y,SBrkr,1306,0,1306,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,624.0,TA,TA,Y,170,63,WD ,196000
RM,Pave,NA,IDOTRR,RRAe,1Fam,1.5Unf,5,1941,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116.0,604.0,720.0,GasA,Po,N,FuseF,803,0,803,1,2,TA,5,Typ,0,NA,Detchd,Unf,2.0,360.0,TA,TA,Y,0,0,WD ,87000
RM,Pave,NA,BrkSide,RRNn,1Fam,1.5Fin,5,1950,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,Fa,TA,No,Rec,910.0,0.0,910.0,GasA,TA,Y,SBrkr,910,525,1435,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,33,WD ,128250
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,6,1978,1988,Gable,Plywood,Plywood,119.0,TA,TA,CBlock,Gd,TA,No,ALQ,790.0,589.0,1542.0,GasA,TA,Y,SBrkr,2073,0,2073,2,3,TA,7,Min1,2,TA,Attchd,Unf,2.0,500.0,TA,TA,Y,349,0,WD ,210000
RL,Pave,NA,Crawfor,Norm,1Fam,1.5Fin,6,1932,1950,Gable,MetalSd,MetalSd,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297.0,0.0,854.0,GasA,TA,Y,SBrkr,1096,895,1991,1,3,TA,7,Typ,1,Gd,Detchd,Unf,2.0,432.0,TA,Fa,Y,0,0,WD ,220000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,4,1950,1995,Gable,VinylSd,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,625.0,1067.0,GasA,TA,Y,SBrkr,1067,0,1067,2,2,Gd,4,Min2,0,NA,Attchd,Unf,2.0,436.0,TA,TA,Y,290,0,WD ,128000
RM,Pave,NA,OldTown,Norm,1Fam,1.5Fin,5,1900,2006,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,130.0,550.0,680.0,GasA,Ex,Y,SBrkr,680,494,1174,1,2,Gd,6,Typ,1,Gd,Detchd,Unf,2.0,576.0,TA,TA,Y,116,26,WD ,135000
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,4,1991,1991,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,297.0,1680.0,GasA,Gd,Y,SBrkr,1689,0,1689,2,3,TA,6,Typ,1,TA,Attchd,Unf,2.0,432.0,TA,TA,Y,428,120,WD ,228500
RM,Pave,NA,BrkSide,Norm,1Fam,1.5Fin,6,1939,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Gd,No,BLQ,452.0,144.0,608.0,GasA,TA,Y,SBrkr,608,524,1132,1,2,TA,5,Typ,0,NA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,WD ,134000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1956,1956,Hip,VinylSd,VinylSd,244.0,TA,Gd,CBlock,TA,TA,No,Rec,773.0,235.0,1008.0,GasA,TA,Y,SBrkr,1024,0,1024,1,2,Gd,5,Typ,2,TA,Attchd,Unf,1.0,313.0,TA,TA,Y,0,0,WD ,157500
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,8,1993,1994,Gable,HdBoard,HdBoard,372.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,549.0,1173.0,GasA,Ex,Y,SBrkr,1215,1017,2232,2,3,Gd,8,Typ,1,TA,Attchd,RFn,2.0,623.0,TA,TA,Y,173,165,WD ,263550
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,6,1981,1981,Gable,MetalSd,MetalSd,310.0,Gd,Gd,CBlock,Gd,TA,No,BLQ,678.0,762.0,1440.0,GasA,Ex,Y,SBrkr,1440,0,1440,2,3,Gd,7,Typ,1,TA,Attchd,Fin,2.0,467.0,TA,TA,Y,0,0,WD ,182900
RL,Pave,NA,Crawfor,Norm,1Fam,1Story,6,1988,2007,Hip,Wd Sdng,Plywood,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808.0,72.0,880.0,GasA,Ex,Y,SBrkr,1680,0,1680,2,3,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,540.0,TA,TA,Y,292,44,WD ,222000
RL,Pave,NA,Mitchel,Feedr,1Fam,1Story,5,2007,2008,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,1092,1,2,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,52,WD ,146000
RM,Pave,Pave,OldTown,Norm,1Fam,1Story,5,1948,1973,Gable,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338.0,1221.0,1559.0,GasA,Gd,Y,SBrkr,1559,0,1559,1,2,TA,5,Min2,0,NA,Detchd,Unf,2.0,812.0,TA,TA,Y,0,116,COD,153500
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,9,2004,2005,Hip,VinylSd,VinylSd,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1447.0,533.0,1980.0,GasA,Ex,Y,SBrkr,1980,0,1980,2,3,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,770.0,TA,TA,Y,194,45,WD ,315000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,8,1998,1998,Gable,VinylSd,VinylSd,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,484.0,1470.0,GasA,Gd,Y,SBrkr,1470,1160,2630,2,4,Gd,8,Typ,1,TA,Attchd,Fin,3.0,696.0,TA,TA,Y,0,66,WD ,315000
RL,Pave,NA,Somerst,Norm,1Fam,2Story,8,2007,2007,Gable,VinylSd,VinylSd,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1341.0,1341.0,GasA,Ex,Y,SBrkr,1341,520,1861,3,3,Gd,7,Typ,1,Gd,BuiltIn,RFn,3.0,851.0,TA,TA,Y,144,60,WD ,257000
RL,Pave,NA,Mitchel,Norm,1Fam,SFoyer,4,1964,1964,Gable,HdBoard,HdBoard,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,88.0,1200.0,GasA,Gd,Y,SBrkr,1200,0,1200,1,3,TA,6,Typ,0,NA,2Types,Fin,3.0,850.0,TA,TA,Y,0,119,ConLD,173000
RL,Pave,NA,Gilbert,Feedr,1Fam,2Story,5,1948,1950,Gable,Plywood,Plywood,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1547,720,2320,2,2,TA,7,Typ,1,TA,Attchd,Unf,2.0,672.0,TA,TA,P,120,144,WD ,169000
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,8,2003,2004,Hip,VinylSd,VinylSd,470.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557.0,643.0,2200.0,GasA,Ex,Y,SBrkr,2200,0,2200,2,3,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,685.0,TA,TA,Y,208,55,WD ,382500
